name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
Velodrome,defi,DEX,"Staking, AMM DEX, Identity",TRUE,TRUE,ONCHAIN_TOKEN_GOVERNANCE,MIXED,DECENTRALIZED,eVELO locks govern gauges/fees on-chain; community controls emissions while contributors facilitate.,"Staking, DeFi, decentralized-exchange-dex-token, amm, optimism-ecosystem, binance-ecosystem, binance-listing",VELO/veVELO,"UTILITY, GOVERNANCE",https://velodrome.finance/,,"base,celo,lisk,optimism,soneium,unichain",0,,,31874776.77,915202511,2215122528,0.04704236012,8474,10217708.51,330485,0.91308623,-7.5859131,-11.01201212,-14.48215354,-10.94444299,1.90259159,50134402
Element Market,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"NFT marketplace operations, listings, and fee policy run by company; no credible DAO docs","NFT, Marketplaces",,,https://www.element.market/,,"abstract,arbitrum,avalanche,base,blast,bnb-chain,ethereum,linea,mantle,opbnb,optimism,polygon,starknet,zksync-era",0,0,0,0,0,0,0,8428,12326552.44,42340,0,0,0,0,0,0,
Marketapp,marketplaces,Payments/RWA,"NFT Marketplace, Marketplace, DAO Tooling, Tokenized rewards",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,TON marketplace app; custody/rules and monetization set by operator; no DAO or token governance,"NFT, Marketplaces",,,https://marketapp.ws,,ton,0,0,0,0,0,0,0,8374,3797.4,8399,0,0,0,0,0,0,
CUDIS,other,Social Network,"Wallet, DAO Tooling, Social",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Wearables/health token project with token utility; no binding on-chain governance disclosed.,"Knowledge, NFT, Sports, Social, health, solana-ecosystem, bnb-chain-ecosystem, binance-alpha, binance-wallet-ido, binance-ecosystem, binance-listing, BNB Chain Ecosystem, Solana Ecosystem, Binance Wallet IDO",CUDIS,UTILITY,https://www.cudis.xyz/,,"bnb-chain,solana",0,0,,22716851,247500000,1000000000,0.03145979455,8371,2277.11,304569,1.16433341,7.55048623,-7.85054426,-42.77172184,-61.10639204,-62.88612878,
First Ledger,defi,DEX,DeFi,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 tooling/ledger-style application; no DAO, governance token, or decentralized execution evidenced; centrally operated service.",DeFi,,,https://firstledger.net/,,xrpl,0,0,0,0,0,0,0,8356,0,1047834,0,0,0,0,0,0,
Alcor.exchange,defi,DEX,"AMM DEX, Decentralized Exchange, Marketplace",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,WAX/EOS orderbook DEX; docs show tech but no DAO voting—operations by team,"Pools, Exchanges, DeFi, Marketplaces",,,https://alcor.exchange,,wax,0,0,0,0,0,0,0,8349,351368.22,370376,0,0,0,0,0,0,
Symbiosis,defi,DEX,"Farming, Staking, AMM DEX, Bridge",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,veSIS (voting-escrow) governs via DAO proposals; execution/multisigs by team → semi,"Pools, Farming, Exchanges, Staking, DeFi, privacy, ethereum-ecosystem, arbitrum-ecosystem, bnb-chain-ecosystem, zksync-era-ecosystem, dwf-labs-portfolio, linea-ecosystem, scroll-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), BNB Chain Ecosystem, DaoMaker Launchpad, Arbitrum Ecosystem, Ethereum Ecosystem, ZkSync Ecosystem, Linea Ecosystem, Bridge Governance Tokens, DWF Labs Portfolio, Scroll Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Exchange-based Tokens",SIS,UTILITY,https://app.symbiosis.finance/swap,,"arbitrum,avalanche,bahamut,base,blast,bnb-chain,boba-eth,ethereum,linea,mantle,optimism,polygon,tron,zetachain,zksync-era",14,9733083,,4292787.069,96135359.63,99489760.94,0.05249223873,8322,130662728.2,14093,0.62357687,-2.12766587,-8.1582161,-7.26731207,-24.24990507,-17.44219472,9581921
Balancer,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Privacy",TRUE,TRUE,MULTISIG_WITH_COMMUNITY_INPUT,FOUNDATION_OWNED,SEMI_DECENTRALIZED,veBAL Snapshot voting + Balancer Foundation; on-chain execution guarded by multisigs,"decentralized-exchange-dex-token, defi, dao, ethereum-ecosystem, yield-farming, amm, three-arrows-capital-portfolio, governance, heco-ecosystem, coinfund-portfolio, alameda-research-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, polygon-ecosystem, near-protocol-ecosystem, arbitrum-ecosystem, optimism-ecosystem, base-ecosystem, gnosis-chain-ecosystem, Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Alameda Research Portfolio, DeFiance Capital Portfolio, Pantera Capital Portfolio, Energi Ecosystem, Polygon zkEVM Ecosystem, Huobi ECO Chain Ecosystem, Blockchain Capital Portfolio",BAL,GOVERNANCE,https://balancer.fi/,,"arbitrum,base,ethereum,optimism,polygon",274.75,270283546,0.21270555,43792161.69,68031464.12,70645747.25,0.8450620639,8245,30318409710,23703,0.77081953,25.75690761,15.85273324,-14.54782269,-19.12446927,-37.02855774,274599897
ZEROBASE,defi,Wallet,"Yield Optimizer, Staking, Privacy, Wallet",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 infra / developer platform branding; no public DAO or on-chain governance controlling upgrades; product direction remains team-driven.,"Staking, Yield, distributed-computing, defi, zero-knowledge-proofs, iot, binance-labs-portfolio, depin, binance-ecosystem, Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Zero Knowledge (ZK), Base Ecosystem, Proof of Stake (PoS), YZi Labs (Prev. Binance Labs) Portfolio, Binance HODLer Airdrops, Privacy Blockchain, Binance Alpha Spotlight, Binance Wallet IDO",,,https://app.zerobase.pro/,,"arbitrum,avalanche,base,bnb-chain,ethereum,optimism,polygon",0,0,,27366959,190000000,1000000000,0.118713,8229,3875047.9,10098,,2.72098,-5.05442,-55.8512,,,
NFPrompt,marketplaces,Payments/RWA,"NFT Marketplace, Marketplace, DAO Tooling, Payments",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,NFP token holders vote on platform policy; team executes marketplace/back-end.,"Content Creation, Art, NFT, Marketplaces, communications-social-media, ai-big-data, content-creation, defi, payments, staking, binance-launchpool, governance, web3, bnb-chain-ecosystem, generative-ai, binance-ecosystem, binance-listing, BNB Chain Ecosystem, Binance Launchpool, YZi Labs (Prev. Binance Labs) Portfolio",NFP,UTILITY,https://nfprompt.io,,bnb-chain,0,0,,34907353,500902467.3,997000000,0.06292117589,8172,0.01,65412,-0.3771454,-14.18667451,-14.39926265,-10.80283503,-13.13285865,9.95041261,
Roro Birds,games,NFT Gaming,"Play 2 Earn, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 game—no governance/DAO evidence; rules and economy set by studio,"Games, Play to Earn",,,https://rorobirds.com/,,"immutablezkevm,skale-nebula",0,0,0,0,0,0,0,8158,19,11328,0,0,0,0,0,0,
KernelDAO,defi,DAO Tooling,"Yield Optimizer, Staking, Restaking, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,DAO_OWNED,SEMI_DECENTRALIZED,Snapshot process for KERNEL token; DAO stewards treasury/services; execution via DAO multisig,"Staking, Yield, DeFi, Decentralized Finance (DeFi), BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Restaking, Liquid Restaking Governance Tokens, ethereum-ecosystem, arbitrum-ecosystem, bnb-chain-ecosystem, binance-megadrop, binance-ecosystem, binance-listing, wlfi-ecosystem",KERNEL,UTILITY,https://kerneldao.com/,,"arbitrum,avalanche,base,blast,bnb-chain,ethereum,linea,optimism,unichain,zksync-era",45,1111587920,,21405672.7,286308020,1000000000,0.09069813115,8154,495370198.8,13289,1.02153151,3.78510037,2.24725609,-46.6662895,-55.3974876,-54.22996501,1029962976
Meson,defi,DEX,"Analytics, Bridge, Cross-chain DEX",TRUE,TRUE,MULTISIG_WITH_COMMUNITY_INPUT,MIXED,SEMI_DECENTRALIZED,"Cross-chain stablecoin liquidity protocol; MESON token exists; upgrades and parameters executed via multisig with public documentation and community discussion, but not fully DAO-owned timelock governance.","DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",MESON,UTILITY,https://meson.fi/,,"arbitrum,aurora,avalanche,base,bnb-chain,core,cronos,ethereum,fantom,mantle,optimism,polygon,skale-calypso,skale-europa,skale-nebula,soneium,tron,zksync-era",0,,,0,0,0,0,8096,556589725.4,66168,,,,,,,1953947
Alt.town,social,SocialFi,"SocialFi, Social, DAO Tooling",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,TOWN token as governance; decisions advisory with execution by core team,"Social, Entertainment, BNB Chain Ecosystem, Binance Alpha Spotlight, IP",TOWN,GOVERNANCE,https://www.alt.town/,,"bnb-chain,opbnb",0,0,0,2208777,455000066,2000000000,0.00484166,7989,36386.73,29855,0,-13.55603,-42.5934,-23.75712,0,0,
Superfluid,defi,DEX,"Perpetuals, Derivatives, AMM DEX, Payments",TRUE,TRUE,DAO_WITH_TIMELOCK,MIXED,DECENTRALIZED,"Streaming payments protocol; SUPER token holders govern via DAO with timelock-controlled execution; protocol contracts are DAO-governed, while company/foundation supports development and tooling.","research, analytics, Payment Solutions, Multicoin Capital Portfolio, DeFiance Capital Portfolio, Delphi Ventures Portfolio, Capital Launchpad, defi, derivatives, mvb, bnb-chain-ecosystem, cmc-labs, binance-alpha, binance-alpha-airdrops, binance-ecosystem, perp-dex-coins, Ethereum Ecosystem, Base Ecosystem",SUP,GOVERNANCE,https://app.superfluid.finance/,,"arbitrum,avalanche,base,bnb-chain,celo,ethereum,optimism,polygon",108.7,12518024,,0,205000000,1000000000,0.06593639014,7837,97097.97,22383,0.04723691,4.35250441,-7.29548564,-41.02622157,-15.25725845,29.94488148,12227007
AI Nexus,games,NFT Gaming,"Play 2 Earn, Metaverse",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,A1X tokenholders can vote on features/mechanics; operations remain team-led,"Metaverse, Games, gaming, solana-ecosystem, multiversx-ecosystem, Gaming (GameFi), RPG",A1X,REWARD,https://www.a1x.io,,multiversx,0,0,,0,0,1000000000,0.0004551039404,7819,0,7816,-1.0229455,-4.74541912,-1.9595444,-11.7140955,-60.26177695,-71.64534967,
EigenLayer,defi,DAO Tooling,"Yield Optimizer, Staking, Restaking, DAO Tooling",TRUE,FALSE,MULTISIG_WITH_COMMUNITY_INPUT,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Governance currently via foundation-controlled multisigs with community input; roadmap to EigenGov,"Staking, Yield, defi, ethereum-ecosystem, restaking, cmc-crypto-yearbook-2024-2025, made-in-america, binance-ecosystem, binance-listing, Infrastructure, Ethereum Ecosystem, Base Ecosystem, Data Availability, Polychain Capital Portfolio, Made in USA, x402-ecosystem, x402 Ecosystem",EIGEN,UTILITY,https://app.eigenlayer.xyz/,,ethereum,1190,11494224036,0.02328689,256267751.3,441025501.5,1767390688,0.606914279,7386,344380.32,10686,4.41086981,10.20600526,-5.16525963,-44.42761066,-63.28139436,-51.22971472,11687477762
Mendi,defi,DEX,DeFi,TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"Lending protocol on Linea; positioned as permissionless/non-custodial and references tokenholder governance (incl. ve-style voting language), but execution appears to still rely on operator/foundation action rather than clearly binding DAO-owned timelock control.",,MENDI,UTILITY,https://mendi.finance/,,linea,0,0,0,0,0,0,0,7304,397176087.5,27235,0,0,0,0,0,0,
UTONIC,defi,Analytics,"Analytics, Liquidity Staking, Staking, Farming",TRUE,FALSE,HYBRID,COMPANY_OWNED,SEMI_DECENTRALIZED,TON liquid staking/restaking platform; governance docs describe $UTC as governance token with delegators/node operators voting and governance mechanisms beyond simple token votes; execution still operator-gated (not evidenced as DAO-owned timelock).,"DeFi, research, analytics",,,https://utonic.org/home,,ton,0,,,0,0,0,,7158,56637.49,17221,,,,,,,4674943
LIDO,defi,Derivatives,"Derivatives, Yield Optimizer, Staking, Liquidity Staking",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,MIXED,SEMI_DECENTRALIZED,Lido DAO uses Snapshot + Aragon on-chain votes; execution plus key ops via DAO/foundation multisigs,"Staking, Yield, DeFi, dao, ethereum-ecosystem, three-arrows-capital-portfolio, solana-ecosystem, paradigm-portfolio, terra-ecosystem, arbitrum-ecosystem, liquid-staking-derivatives, optimism-ecosystem, standard-crypto-portfolio, egirl-capital-portfolio, cmc-crypto-yearbook-2024-2025, binance-ecosystem, binance-listing",LDO,GOVERNANCE,https://www.lido.fi,,ethereum,1169,24094231857,0.02469149,574465653.5,890594521.2,1000000000,0.6680058933,7106,514147765.6,9527,3.22642584,7.29857722,-5.79784903,-27.18543871,-36.03712271,-47.99893851,24625052385
Flappy Core,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 casual game entry; third-party listings show it as a blockchain game but no verified governance structure or native token governance/execution surfaced for the dApp itself.,"Games, Play to Earn",,,https://flappycore.com/,,core,0,0,0,0,0,0,0,7033,0,7038,0,0,0,0,0,0,
Fishing Frenzy,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 arcade fishing game; public coverage highlights gameplay and a planned TGE (early 2026), but no confirmed token symbol or governance/execution framework live today.","NFT, Games, Gaming (GameFi), Ronin Ecosystem, On-chain Gaming",,,https://fishingfrenzy.co/,,ronin,0,0,0,0,0,1000000000,0,6986,0,116513,0,0,0,0,0,0,
Tubbly,games,NFT Gaming,Play 2 Earn,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Move-to-earn walking app with on-chain reward claims; references a dedicated ERC-20 reward token ($TUCH) but no binding DAO governance for product execution; operator controls app rules and distribution programmes.,"Move to Earn, Play to Earn",TUCH,REWARD,https://www.tubbly.io/en,,"polygon,soneium",0,0,0,0,0,0,0,6910,0,221910,0,0,0,0,0,0,
Solpot,gambling,Casino,"Casino, Lottery, DAO Tooling, Farming",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,CENTRALIZED,Lottery/raffle app on Solana; no DAO or governance token controlling ops,"Gambling, Farming, Casino",,,https://solpot.com,,solana,0,0,0,0,0,0,0,6855,11574995.4,1395517,0,0,0,0,0,0,
Camelot,exchanges,DEX,"AMM DEX, Farming, Staking, Yield Optimizer",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,xGRAIL/xDAO voting guides parameters; final execution by team council → semi,"Farming, Exchanges, Staking, Yield, DeFi, arbitrum-ecosystem, camelot-launchpad",GRAIL,UTILITY,https://camelot.exchange/,,"arbitrum,game7,gravity",0,,,4232907.881,0,73506,186.4805726,6760,68628162.09,42439,1.52619739,-0.26962333,-9.37282132,-23.63136103,-18.25503394,-39.00913384,43096578
Tea-Fi,defi,Wallet,"Yield Optimizer, Farming, Staking, Wallet",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,TEA token grants voting via ve/lock; execution centralized by core team today.,"Pools, Farming, Staking, Yield, DeFi, Decentralized Finance (DeFi), Polygon Ecosystem, platform, wallet, dapp, bnb-chain-ecosystem",TEA,GOVERNANCE,https://tea-fi.com/,,"arbitrum,base,bnb-chain,polygon,ethereum,optimism,avalanche",0,34335,76.07273132,0,50010000,300000000,0.05222869889,6689,1850776.58,823430,-9.4483624,20.13287856,-17.09305219,-89.33323214,-89.33323214,-89.33323214,38368
Pharaoh Exchange,exchanges,DEX,"AMM DEX, DAO Tooling",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,AMM with vote-lock governance (ve-style) on Avalanche; team operates frontends/partnerships.,avalanche-ecosystem,PHAR,GOVERNANCE,https://pharaoh.exchange/swap,,avalanche,0,,,0,0,95225.52291,165.5132516,6624,76132769.86,63725,2.22897074,2.44936005,12.71629888,-17.49585138,-44.13612012,-49.50727632,67723099
Solcasino,gambling,Casino,"Casino, Farming",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Solana casino; token exists (SCS) but platform policies and custody by company; no DAO,"Pools, Gambling, Farming, NFT, Casino",SCS,UTILITY,https://solcasino.io,,solana,0,0,0,0,0,0,0,6571,7422102.65,48978,0,0,0,0,0,0,
Calories Cash,games,NFT Gaming,"Play 2 Earn, Farming, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"AI food/calorie “mine tokens” concept; third-party listings describe token-mining mechanics and a Solana token referenced as CALORIE, but no DAO/governance execution path evidenced.","Content Creation, Knowledge, Farming, Social, Play to Earn",CALORIE,REWARD,https://www.calories.cash/,,zetachain,0,0,0,0,0,0,0,6533,0,77728,0,0,0,0,0,0,
Party Icons,games,NFT Gaming,"Play 2 Earn, Metaverse, Staking",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 party-game ecosystem; materials emphasise gameplay/NFT economy and “OGX holders” involvement, but no verified binding protocol governance or DAO-owned execution surfaced; treated as studio-operated.","NFT, Metaverse, Staking, Games, Play to Earn",OGX,REWARD,https://www.partyicons.com/,,"ethereum,ronin,mantle",0,0,0,0,0,0,0,6505,0,47827,0,0,0,0,0,0,
SushiSwap V3,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Identity",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,Sushi V3 follows Sushi DAO: Snapshot voting with core-team execution permissions; advisory-to-binding via set rules,"DeFi, collectibles-nfts, decentralized-exchange-dex-token, gaming, dao, ethereum-ecosystem, yield-farming, amm, yearn-partnerships, governance, avalanche-ecosystem, metaverse, blockchain-capital-portfolio, defiance-capital-portfolio, alameda-research-portfolio, pantera-capital-portfolio, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosystem, celo-ecosystem, harmony-ecosystem, injective-ecosystem, optimism-ecosystem, base-ecosystem, binance-ecosystem, binance-listing",SUSHI,GOVERNANCE,https://www.sushi.com/,,"arbitrum,avalanche,base,blast,bnb-chain,bttc,core,ethereum,fantom,linea,optimism,polygon,skale-europa,zetachain",0,,,0,286831792.1,287676365.3,0.4218995415,6487,224852939.1,3736,2.14476562,4.18919501,-6.00816504,-21.39053335,-32.675266,-44.93289021,134901503
WcoinGame,games,Casino,"Play 2 Earn, Casino, Farming",TRUE,TRUE,NONE,COMPANY_OWNED,CENTRALIZED,Telegram casual casino/slots product; no community governance mechanism; fully operator-run iGaming with “provably fair”/payments claims but no DAO/governor structure.,Games,WCOIN,REWARD,https://wcoingame.com/#igaming,,"sei,ton",0,0,0,0,0,0,0,6479,264583.81,9742,0,0,0,0,0,0,
Biswap,exchanges,DEX,"AMM DEX, Farming, Metaverse, NFT Marketplace",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"vBSW holders vote on Snapshot; team/multisig executes upgrades and treasury actions → community input, centralized execution","Farming, Exchanges, Staking, Yield, DeFi, collectibles-nfts, decentralized-exchange-dex-token, gaming, yield-farming, amm, dex, metaverse, play-to-earn, bnb-chain-ecosystem, binance-ecosystem, binance-listing, Decentralized Exchange (DEX), BNB Chain Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Automated Market Maker (AMM), Exchange-based Tokens",BSW,UTILITY,http://bit.ly/3jmoEx0,,"arbitrum,base,bnb-chain,ethereum",0,14224814,,1903514.035,682535872,655492487.9,0.003828831576,6448,9545120.25,1376,2.28859803,3.86537245,-6.7196,-29.6429689,-65.34565888,-77.45393532,14229454
Mint Club,other,SocialFi,"Social, SocialFi",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,Built under HUNT; token/issuance documented but no binding DAO—team steers roadmap → partially decentralized via on-chain mechanics only,"NFT, Social, platform, communications-social-media, dapp, social-token, binance-labs-portfolio, bnb-chain-ecosystem, base-ecosystem, binance-ecosystem, SocialFi, BNB Chain Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio",MINT,UTILITY,https://mint.club/,,"arbitrum,avalanche,base,blast,bnb-chain,ethereum,kaia,optimism,polygon,unichain",0,1120695,,1950379.461,1149363840000,638924355,0.00481859192,6385,6087676.78,80221,2.29882683,3.13804321,-4.08148278,-26.38449067,-34.57695763,-39.32067161,1120695
It Remains,games,NFT Gaming,Play 2 Earn,TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"Transmedia story/game/NFT franchise; public materials describe token-gated participation and “governance power” around the evolving universe, but execution is still franchise/operator mediated (not evidenced as binding DAO-owned timelock).","NFT, Games",RSTR,REWARD,https://itremains.io/,,"skale-nebula,avalanche",0,0,0,0,0,0,0,6190,0,36328,0,0,0,0,0,0,
